RPS26	0.008	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
DARC	0.024	0.000	0.020	0.004	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TAS1R2	0.016	0.004	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
FGF23	0.028	0.008	0.016	0.004	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CAMK4	0.052	0.004	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CXCR4	0.044	0.000	0.044	0.000	0.000	0.016	0.000	0.016	0.000	0.000	-	-	3.71838691044523	0.613556694594285
CEBPD	0.048	0.000	0.012	0.036	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
MAPKAPK2	0.012	0.000	0.004	0.008	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
MAN1C1	0.012	0.004	0.004	0.004	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
GNG8	0.012	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TRAPPC3	0.004	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PNMA1	0.008	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TIMM50	0.004	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
OSMR	0.004	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CLDN23	0.095	0.004	0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NSUN2	0.004	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NFE2L3	0.024	0.004	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ZNF616	0.016	0.012	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
VEGFB	0.004	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
EMP3	0.016	0.000	0.012	0.004	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
