GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CD44	MUT	114.272	3.147	0.009	0.009	N	NA
ITGAM	MUT	114.272	3.687	0.015	0.015	N	NA
LAMA5	MUT	114.272	6.269	0.015	0.015	N	NA
EGFR	MUT	114.272	120.474	0.393	0.393	Y	NA
NOS1	MUT	114.272	6.471	0.018	0.018	N	NA
SEC61G	AMPL	5.673	33.740	0.162	0.317	N	NA
KCNG1	MUT	5.356	0.911	0.009	0.012	N	NA
KCNV1	MUT	5.356	0.035	0.006	0.009	N	NA
PIK3C2G	MUT	4.793	6.223	0.027	0.027	N	NA
DOCK2	MUT	2.520	3.190	0.012	0.018	N	NA
