GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
APH1A	MUT	463.305	3.031	0.006	0.006	NA	NA
EGFR	AMPL	463.305	212.540	0.393	0.393	NA	NA
EZR	MUT	463.305	6.306	0.012	0.012	NA	NA
LRP1	MUT	463.305	24.038	0.034	0.034	NA	NA
TTN	MUT	463.305	57.477	0.116	0.207	NA	NA
COL22A1	MUT	463.305	5.884	0.015	0.015	NA	NA
RYR2	MUT	463.305	21.623	0.052	0.079	NA	NA
CDKN2A	DEL	463.305	193.770	0.454	0.470	NA	NA
CDKN2B	DEL	463.305	169.776	0.384	0.448	NA	NA
TIMP3	MUT	463.305	1.426	0.006	0.006	NA	NA
PCDHB4	MUT	13.647	2.524	0.006	0.006	NA	NA
KCNB2	MUT	5.539	1.667	0.012	0.015	NA	NA
ZNF713	AMPL	5.181	7.096	0.076	0.116	NA	NA
