GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CACNA1S	MUT	490.134	10.534	0.021	0.027	NA	NA
COL6A2	MUT	490.134	15.337	0.027	0.027	NA	NA
EGFR	MUT	490.134	212.540	0.393	0.393	NA	NA
TP53	MUT	490.134	159.942	0.284	0.284	NA	NA
PLCG2	MUT	490.134	2.451	0.009	0.009	NA	NA
PTEN	MUT	490.134	146.881	0.299	0.314	NA	NA
HMHA1	MUT	490.134	4.725	0.009	0.009	NA	NA
GRM8	MUT	490.134	15.888	0.024	0.024	NA	NA
PPP2R1B	MUT	490.134	4.725	0.006	0.006	NA	NA
FAT2	MUT	13.529	0.235	0.027	0.027	NA	NA
TLE2	MUT	2.870	0.009	0.003	0.006	NA	NA
ZNF676	MUT	2.772	0.186	0.009	0.009	NA	NA
ZNF705D	DEL	2.772	0.115	0.012	0.015	NA	NA
