GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATRX	MUT	248.272	8.829	0.037	0.043	Y	NA
ITGB4	MUT	248.272	2.968	0.012	0.012	N	NA
RELN	MUT	248.272	6.402	0.027	0.046	N	NA
PIK3C2G	MUT	248.272	6.223	0.027	0.027	N	NA
PTEN	MUT	248.272	71.767	0.290	0.314	Y	NA
RB1	MUT	248.272	22.063	0.067	0.070	Y	NA
TP53	DEL	248.272	81.522	0.284	0.284	Y	NA
TCF7L2	MUT	248.272	6.396	0.021	0.021	Y	NA
PDGFRA	MUT	248.272	12.780	0.055	0.055	Y	NA
BUB1	MUT	248.272	0.757	0.003	0.003	N	NA
