GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	543.698	109.473	0.448	0.470	Y	NA
CDKN2B	DEL	543.698	95.313	0.381	0.448	N	NA
GABRA6	MUT	543.698	7.184	0.024	0.027	N	NA
GABRB2	MUT	543.698	4.485	0.015	0.015	N	NA
HLA-DRB1	AMPL	543.698	53.792	0.189	0.189	N	NA
LRP2	MUT	543.698	10.450	0.043	0.046	N	NA
HSPG2	MUT	543.698	11.767	0.024	0.024	N	NA
SEC61G	AMPL	19.557	37.325	0.159	0.317	N	NA
MCM7	MUT	5.543	3.512	0.009	0.012	N	NA
ATR	MUT	3.822	7.025	0.018	0.018	N	NA
