GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATRX	MUT	390.891	17.376	0.037	0.043	NA	NA
HSPG2	MUT	390.891	16.699	0.024	0.024	NA	NA
LRP1	MUT	390.891	24.038	0.034	0.034	NA	NA
PIK3CA	MUT	390.891	54.851	0.091	0.091	NA	NA
TP53	MUT	390.891	159.942	0.284	0.284	NA	NA
POLR2B	MUT	390.891	5.059	0.018	0.018	NA	NA
EPAS1	MUT	390.891	1.192	0.003	0.003	NA	NA
RYR3	MUT	390.891	10.504	0.040	0.052	NA	NA
ROBO1	MUT	7.254	1.272	0.009	0.009	NA	NA
ZNF544	MUT	3.252	0.028	0.006	0.006	NA	NA
