GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
EGFR	AMPL	467.771	212.540	0.393	0.393	NA	NA
THBS1	MUT	467.771	8.039	0.009	0.012	NA	NA
SLC6A3	MUT	467.771	7.884	0.018	0.018	NA	NA
HDAC2	MUT	467.771	7.519	0.012	0.012	NA	NA
MDM2	AMPL	467.771	35.160	0.058	0.076	NA	NA
RB1	MUT	467.771	41.063	0.070	0.070	NA	NA
CCT6A	AMPL	7.291	22.069	0.076	0.082	NA	NA
ANK1	MUT	3.910	11.303	0.024	0.037	NA	NA
DCHS2	MUT	3.908	0.093	0.015	0.015	NA	NA
ZNF713	AMPL	2.663	7.096	0.076	0.116	NA	NA
