GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	182.802	99.102	0.448	0.470	Y	NA
MMP3	MUT	182.802	1.510	0.009	0.009	N	NA
NUMA1	MUT	182.802	1.885	0.009	0.012	Y	NA
PTEN	MUT	182.802	71.767	0.290	0.314	Y	NA
COL27A1	MUT	182.802	1.526	0.009	0.009	N	NA
CDKN2B	DEL	182.802	85.947	0.381	0.448	N	NA
CDH18	MUT	9.887	0.316	0.021	0.027	N	NA
ELAVL2	DEL	3.665	0.343	0.088	0.143	N	NA
RYR3	MUT	3.150	2.021	0.040	0.052	N	NA
KLHL9	DEL	2.860	16.931	0.104	0.229	N	NA
