GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADCY6	MUT	504.770	6.903	0.009	0.015	N	NA
PRKY	DEL	504.770	34.754	0.165	0.195	N	NA
PSMD4	MUT	504.770	1.539	0.003	0.003	N	NA
PTEN	MUT	504.770	83.171	0.290	0.314	Y	NA
TBL1Y	DEL	504.770	22.784	0.067	0.195	N	NA
TP53	MUT	504.770	92.196	0.284	0.284	Y	NA
TTN	MUT	504.770	23.880	0.052	0.207	N	NA
PCDH11Y	DEL	21.575	1.627	0.186	0.198	N	NA
PCDHAC2	MUT	21.575	1.356	0.101	0.101	N	NA
RBMY1A1	DEL	3.779	0.057	0.015	0.149	N	NA
