GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
EGFR	MUT	254.637	129.451	0.393	0.393	Y	NA
PRKY	DEL	254.637	38.676	0.171	0.195	N	NA
PTEN	DEL	254.637	80.675	0.290	0.314	Y	NA
RIMS2	MUT	254.637	8.626	0.034	0.034	N	NA
CEP250	MUT	6.839	1.171	0.009	0.009	N	NA
PRKG2	MUT	3.987	1.451	0.012	0.015	N	NA
CELSR3	MUT	3.900	0.066	0.012	0.012	N	NA
PCDH11Y	DEL	3.900	1.536	0.186	0.198	N	NA
PCDHGC5	MUT	3.900	0.755	0.104	0.110	N	NA
CACNA1B	MUT	3.140	1.220	0.015	0.015	N	NA
