GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
A2M	MUT	1299.501	8.196	0.009	0.012	NA	NA
CDKN2A	DEL	1299.501	193.770	0.454	0.470	NA	NA
CLOCK	AMPL	1299.501	10.727	0.021	0.037	NA	NA
TP53	MUT	1299.501	159.942	0.284	0.284	NA	NA
CFTR	AMPL	1299.501	17.835	0.021	0.021	NA	NA
KDR	AMPL	1299.501	27.837	0.061	0.064	NA	NA
CDKN2B	DEL	1299.501	169.776	0.384	0.448	NA	NA
DCN	MUT	1299.501	5.217	0.006	0.006	NA	NA
WNT2	AMPL	1299.501	19.931	0.030	0.030	NA	NA
KIT	AMPL	1299.501	36.037	0.076	0.076	NA	NA
ING3	AMPL	1299.501	13.308	0.012	0.015	NA	NA
EXOC1	AMPL	1299.501	3.962	0.003	0.034	NA	NA
ZNF107	AMPL	5.965	6.415	0.015	0.018	NA	NA
