GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL4A2	MUT	160.434	1.214	0.006	0.006	N	NA
COL6A3	MUT	160.434	10.403	0.034	0.034	N	NA
EGFR	AMPL_MUT	160.434	120.474	0.393	0.393	Y	NA
F8	MUT	160.434	2.391	0.015	0.015	N	NA
CDKN2A	DEL	15.105	99.102	0.448	0.470	Y	NA
CDKN2B	DEL	15.105	85.947	0.381	0.448	N	NA
KCNH1	MUT	6.508	0.040	0.006	0.012	N	NA
PIP5K1C	MUT	5.204	0.016	0.003	0.003	N	NA
RAD50	MUT	3.196	2.021	0.006	0.006	N	NA
ELAVL2	MUT	2.940	0.343	0.088	0.143	N	NA
