GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
KCNV2	MUT	272.654	0.847	0.006	0.012	N	NA
PRKY	DEL	272.654	28.173	0.162	0.195	N	NA
RB1	MUT	272.654	22.063	0.067	0.070	Y	NA
PTEN	MUT	272.654	71.767	0.290	0.314	Y	NA
NF1	MUT	272.654	17.255	0.055	0.095	Y	NA
PIK3CG	MUT	272.654	12.206	0.037	0.037	N	NA
PAPPA2	MUT	272.654	1.811	0.009	0.018	N	NA
PCDH11Y	DEL	21.642	1.627	0.186	0.198	N	NA
DDR1	MUT	4.450	0.014	0.003	0.009	N	NA
BCAR1	MUT	3.892	2.213	0.009	0.009	N	NA
