GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
BRCA1	MUT	274.241	3.593	0.012	0.012	Y	NA
CACNA1S	MUT	274.241	3.967	0.021	0.027	N	NA
EGFR	MUT	274.241	120.474	0.393	0.393	Y	NA
PIK3R1	MUT	274.241	27.772	0.091	0.091	Y	NA
PDGFRA	MUT	274.241	12.780	0.055	0.055	Y	NA
PTEN	MUT	274.241	71.767	0.290	0.314	Y	NA
MAG	MUT	274.241	0.836	0.003	0.009	N	NA
COL6A3	MUT	274.241	10.403	0.034	0.034	N	NA
ITGA2B	MUT	274.241	0.836	0.003	0.003	N	NA
PCDHAC2	MUT	6.779	1.317	0.101	0.101	N	NA
