GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATR	MUT	334.491	4.040	0.009	0.018	NA	NA
CDKN2A	DEL	334.491	174.479	0.421	0.470	NA	NA
PIK3C2B	AMPL	334.491	5.183	0.018	0.055	NA	NA
COL4A2	MUT	334.491	1.941	0.006	0.006	NA	NA
COL5A2	MUT	334.491	2.490	0.006	0.006	NA	NA
DRD5	MUT	334.491	13.510	0.027	0.027	NA	NA
PIK3CA	MUT	334.491	54.815	0.091	0.091	NA	NA
MCC	MUT	334.491	1.020	0.003	0.003	NA	NA
FRZB	MUT	334.491	1.020	0.003	0.003	NA	NA
SERPINA1	MUT	334.491	4.074	0.009	0.009	NA	NA
NKX3-2	MUT	334.491	1.020	0.003	0.006	NA	NA
SNRPE	AMPL	21.102	9.469	0.027	0.030	NA	NA
POU2F2	MUT	15.155	0.046	0.003	0.003	NA	NA
