GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL6A3	MUT	1088.529	10.465	0.018	0.034	NA	NA
EGFR	AMPL_MUT	1088.529	212.175	0.393	0.393	NA	NA
PRKY	DEL	1088.529	74.809	0.174	0.195	NA	NA
TTN	MUT	1088.529	37.836	0.098	0.207	NA	NA
PTEN	MUT	1088.529	126.731	0.259	0.314	NA	NA
FGA	MUT	1088.529	6.003	0.009	0.015	NA	NA
DAG1	MUT	1088.529	3.319	0.003	0.006	NA	NA
PCDH11Y	DEL	1088.529	29.231	0.189	0.198	NA	NA
SEC61G	AMPL	5.702	13.748	0.122	0.317	NA	NA
GSTM1	AMPL	2.727	0.018	0.006	0.049	NA	NA
NUP62	DEL	2.533	0.008	0.003	0.009	NA	NA
