GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CACNA1B	MUT	495.632	5.048	0.012	0.015	NA	NA
CSF2RB	MUT	495.632	4.574	0.012	0.018	NA	NA
EGFR	AMPL_MUT	495.632	212.175	0.393	0.393	NA	NA
HLA-DRB1	AMPL	495.632	79.274	0.171	0.189	NA	NA
RECQL5	MUT	495.632	1.511	0.003	0.012	NA	NA
EFNB1	MUT	495.632	1.511	0.003	0.003	NA	NA
SSTR3	MUT	495.632	4.725	0.009	0.009	NA	NA
ELAVL2	DEL	495.632	18.624	0.088	0.143	NA	NA
CDKN2A	DEL	27.032	174.479	0.421	0.470	NA	NA
PCDHAC2	MUT	6.746	5.998	0.055	0.101	NA	NA
TCHH	MUT	2.603	0.019	0.006	0.037	NA	NA
