GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
AKT1	AMPL	304.901	4.639	0.012	0.012	NA	NA
TP53	MUT	304.901	159.660	0.284	0.284	NA	NA
IGHE	AMPL	304.901	0.930	0.003	0.003	NA	NA
EGFR	MUT	304.901	212.175	0.393	0.393	NA	NA
KCNJ5	MUT	304.901	0.930	0.003	0.003	NA	NA
HSP90AA1	AMPL	304.901	6.091	0.009	0.009	NA	NA
KLC1	AMPL	304.901	0.930	0.003	0.006	NA	NA
MARK3	AMPL	4.756	0.025	0.006	0.006	NA	NA
PCDHAC2	MUT	3.840	5.998	0.055	0.101	NA	NA
OBSCN	MUT	2.903	0.052	0.012	0.030	NA	NA
ZNF844	MUT	2.533	0.088	0.012	0.018	NA	NA
