GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CACNA1B	MUT	829.100	5.048	0.012	0.015	NA	NA
COL6A2	MUT	829.100	13.173	0.024	0.027	NA	NA
EGFR	AMPL	829.100	212.175	0.393	0.393	NA	NA
FN1	MUT	829.100	10.430	0.015	0.018	NA	NA
HLA-DRA	MUT	829.100	2.528	0.003	0.003	NA	NA
SOCS1	MUT	829.100	2.528	0.003	0.006	NA	NA
TTN	MUT	829.100	37.836	0.098	0.207	NA	NA
RB1	MUT	829.100	36.394	0.061	0.070	NA	NA
PTEN	MUT	829.100	126.731	0.259	0.314	NA	NA
TCF7L2	MUT	829.100	2.528	0.003	0.021	NA	NA
TUBA3C	MUT	16.856	0.121	0.009	0.012	NA	NA
CDH8	MUT	7.029	0.021	0.003	0.006	NA	NA
NRK	MUT	2.982	0.017	0.006	0.012	NA	NA
EIF3C	AMPL	2.794	0.019	0.006	0.012	NA	NA
CHRD	MUT	2.566	0.008	0.003	0.009	NA	NA
