GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
APOB	MUT	302.938	17.396	0.037	0.040	NA	NA
CDC27	MUT	302.938	4.821	0.015	0.015	NA	NA
PIK3CA	MUT	302.938	54.815	0.091	0.091	NA	NA
PRKCB	MUT	302.938	4.349	0.009	0.009	NA	NA
SLC26A8	MUT	302.938	5.268	0.012	0.012	NA	NA
NTRK1	MUT	302.938	2.757	0.006	0.006	NA	NA
PCDHAC2	MUT	12.819	5.998	0.055	0.101	NA	NA
HOXC5	MUT	11.737	0.098	0.006	0.006	NA	NA
ATRX	MUT	6.758	1.541	0.006	0.043	NA	NA
CCR5	MUT	3.871	0.012	0.003	0.003	NA	NA
