GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	421.601	174.479	0.421	0.470	NA	NA
EGFR	MUT	421.601	212.175	0.393	0.393	NA	NA
LAMA4	MUT	421.601	3.380	0.006	0.006	NA	NA
PALLD	MUT	421.601	1.285	0.003	0.003	NA	NA
PIK3CA	MUT	421.601	54.815	0.091	0.091	NA	NA
MAP3K7	MUT	421.601	1.285	0.003	0.009	NA	NA
PRKY	DEL	421.601	74.809	0.174	0.195	NA	NA
CCT6A	AMPL	13.610	16.576	0.073	0.082	NA	NA
PAX6	AMPL	12.366	1.436	0.009	0.009	NA	NA
PHKG1	AMPL	6.556	11.850	0.064	0.079	NA	NA
PCDHGC5	MUT	4.056	13.926	0.085	0.110	NA	NA
