GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ABCB1	MUT	243.700	2.723	0.006	0.037	NA	NA
DNAH9	MUT	243.700	6.469	0.021	0.027	NA	NA
MMP3	MUT	243.700	2.979	0.009	0.009	NA	NA
TGFBI	MUT	243.700	0.743	0.003	0.003	NA	NA
PIK3R1	MUT	243.700	51.800	0.091	0.091	NA	NA
GYG2	DEL	243.700	3.732	0.006	0.006	NA	NA
PRKG1	MUT	243.700	0.789	0.012	0.018	NA	NA
PAX6	AMPL	11.221	1.436	0.009	0.009	NA	NA
HLA-DRB1	AMPL	9.128	79.274	0.171	0.189	NA	NA
PCDH11Y	MUT	5.265	29.231	0.189	0.198	NA	NA
CNGB1	MUT	3.266	0.025	0.006	0.006	NA	NA
PLK2	MUT	2.785	0.008	0.003	0.003	NA	NA
CACNA1H	MUT	2.697	4.135	0.034	0.043	NA	NA
