GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL6A2	MUT	165.791	15.337	0.027	0.027	NA	NA
DNMBP	MUT	165.791	9.025	0.018	0.024	NA	NA
PTEN	MUT	165.791	146.881	0.299	0.314	NA	NA
EPHA4	MUT	165.791	2.658	0.006	0.006	NA	NA
PIK3C2B	AMPL	165.791	28.902	0.052	0.055	NA	NA
CACNA1E	MUT	40.390	7.857	0.015	0.015	NA	NA
FZD10	MUT	40.390	2.974	0.012	0.012	NA	NA
PARD3	MUT	40.390	9.676	0.018	0.018	NA	NA
CELSR3	MUT	12.732	0.102	0.012	0.012	NA	NA
PCDH15	DEL	12.732	8.786	0.027	0.027	NA	NA
DDR1	MUT	6.934	1.674	0.006	0.009	NA	NA
AGL	MUT	5.802	0.018	0.003	0.003	NA	NA
ELAVL2	DEL	4.155	18.706	0.088	0.143	NA	NA
PRKG1	DEL	3.548	2.725	0.015	0.018	NA	NA
ALS2CR8	MUT	3.496	0.019	0.006	0.006	NA	NA
CDKN2A	DEL	2.685	193.770	0.454	0.470	NA	NA
CDKN2B	DEL	2.685	169.776	0.384	0.448	NA	NA
IFNA1	DEL	2.580	47.119	0.110	0.256	NA	NA
IFNA10	DEL	2.580	26.877	0.061	0.213	NA	NA
IFNB1	MUT	2.580	16.294	0.040	0.174	NA	NA
