GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ANAPC1	MUT	498.629	2.718	0.006	0.006	NA	NA
CDKN2A	DEL	498.629	193.770	0.454	0.470	NA	NA
TP53	MUT	498.629	159.942	0.284	0.284	NA	NA
EGFR	AMPL_MUT	498.629	212.540	0.393	0.393	NA	NA
RIMS2	MUT	498.629	14.626	0.034	0.034	NA	NA
KLHL9	DEL	498.629	37.392	0.104	0.229	NA	NA
VAV1	MUT	498.629	8.656	0.009	0.009	NA	NA
HIST3H3	MUT	498.629	1.600	0.006	0.006	NA	NA
JUP	MUT	498.629	2.183	0.006	0.006	NA	NA
COL14A1	MUT	498.629	6.012	0.015	0.015	NA	NA
CDKN2B	DEL	498.629	169.776	0.384	0.448	NA	NA
ELAVL2	DEL	498.629	18.706	0.088	0.143	NA	NA
LRP2	MUT	498.629	19.276	0.046	0.046	NA	NA
ZNF713	AMPL	19.428	7.096	0.076	0.116	NA	NA
TLR9	MUT	5.957	3.849	0.006	0.006	NA	NA
ATP8B4	MUT	2.811	0.053	0.018	0.018	NA	NA
