GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADCY9	MUT	427.875	3.910	0.009	0.009	NA	NA
CDK4	AMPL	427.875	64.697	0.113	0.116	NA	NA
CDKN2A	DEL	427.875	193.770	0.454	0.470	NA	NA
CDKN2B	DEL	427.875	169.776	0.384	0.448	NA	NA
CHEK1	MUT	427.875	7.323	0.012	0.012	NA	NA
PRKCD	MUT	427.875	3.752	0.009	0.009	NA	NA
CNKSR2	MUT	427.875	1.338	0.006	0.006	NA	NA
EGFR	AMPL	427.875	212.540	0.393	0.393	NA	NA
LAMA2	MUT	427.875	13.872	0.018	0.018	NA	NA
TAP1	MUT	427.875	1.304	0.003	0.003	NA	NA
GABRA1	MUT	427.875	7.578	0.015	0.015	NA	NA
GRM1	MUT	427.875	3.957	0.009	0.009	NA	NA
RYR2	MUT	427.875	21.623	0.052	0.079	NA	NA
SLC6A3	MUT	427.875	7.884	0.018	0.018	NA	NA
PIK3C2G	MUT	427.875	12.819	0.027	0.027	NA	NA
DMD	MUT	427.875	20.200	0.040	0.040	NA	NA
GRM7	MUT	427.875	1.335	0.006	0.006	NA	NA
RGL1	MUT	427.875	1.322	0.006	0.006	NA	NA
GLI1	AMPL	427.875	40.699	0.064	0.064	NA	NA
DCTN2	AMPL	24.981	32.033	0.061	0.064	NA	NA
KIF5A	AMPL	24.981	28.156	0.058	0.064	NA	NA
PPFIBP1	MUT	5.937	0.055	0.009	0.015	NA	NA
FAT2	MUT	4.276	0.235	0.027	0.027	NA	NA
PCDH15	MUT	4.276	8.786	0.027	0.027	NA	NA
PCDHAC2	MUT	4.276	13.228	0.101	0.101	NA	NA
ARHGAP9	AMPL	3.000	19.408	0.024	0.064	NA	NA
LUM	MUT	2.950	2.882	0.012	0.012	NA	NA
SCML2	MUT	2.819	1.721	0.006	0.006	NA	NA
MED12	MUT	2.648	0.591	0.006	0.012	NA	NA
