GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
FFAR3	DEL	304.061	19.468	0.055	0.067	NA	NA
IKZF1	MUT	304.061	22.419	0.030	0.030	NA	NA
ITGAX	MUT	304.061	4.840	0.018	0.018	NA	NA
PIK3CG	MUT	304.061	22.232	0.037	0.037	NA	NA
TP53	MUT	304.061	159.942	0.284	0.284	NA	NA
MCM3	MUT	304.061	1.730	0.006	0.006	NA	NA
MYC	AMPL	304.061	2.912	0.006	0.006	NA	NA
STAT6	MUT	304.061	13.522	0.021	0.021	NA	NA
PRKCD	MUT	304.061	3.752	0.009	0.009	NA	NA
POU5F1	AMPL	304.061	3.710	0.009	0.009	NA	NA
HLA-DRB1	AMPL	304.061	94.991	0.189	0.189	NA	NA
RYR3	MUT	19.795	10.504	0.040	0.052	NA	NA
PCDHGC5	MUT	5.117	14.185	0.107	0.110	NA	NA
ACVR1C	MUT	3.539	0.011	0.003	0.006	NA	NA
ATP8B4	MUT	2.968	0.053	0.018	0.018	NA	NA
