GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADCY1	MUT	930.050	23.040	0.030	0.030	NA	NA
EGFR	MUT	930.050	212.540	0.393	0.393	NA	NA
GRIN2A	MUT	930.050	17.163	0.024	0.024	NA	NA
LAMA5	MUT	930.050	11.592	0.015	0.015	NA	NA
LRP1	MUT	930.050	24.038	0.034	0.034	NA	NA
RAB11B	MUT	930.050	2.845	0.006	0.006	NA	NA
SGOL1	MUT	930.050	2.836	0.003	0.003	NA	NA
MAPKAPK3	MUT	930.050	2.836	0.003	0.003	NA	NA
TFAP2B	MUT	930.050	2.836	0.003	0.006	NA	NA
CDH15	MUT	930.050	5.998	0.006	0.006	NA	NA
ADAM12	MUT	17.809	15.796	0.024	0.024	NA	NA
MACF1	MUT	2.936	6.774	0.009	0.024	NA	NA
POLR1B	MUT	2.813	0.009	0.003	0.003	NA	NA
NTN1	MUT	2.587	0.008	0.003	0.003	NA	NA
