GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADCY6	AMPL	1356.146	12.473	0.012	0.015	NA	NA
C5AR1	MUT	1356.146	8.003	0.009	0.009	NA	NA
CHP2	MUT	1356.146	4.162	0.006	0.006	NA	NA
COL1A2	MUT	1356.146	25.695	0.043	0.043	NA	NA
EGFR	AMPL_MUT	1356.146	212.540	0.393	0.393	NA	NA
LAMA1	MUT	1356.146	14.030	0.018	0.018	NA	NA
TUBA1B	MUT	1356.146	9.260	0.009	0.009	NA	NA
TUBA3C	MUT	1356.146	4.256	0.012	0.012	NA	NA
PTEN	MUT	1356.146	146.881	0.299	0.314	NA	NA
TTN	MUT	1356.146	57.477	0.116	0.207	NA	NA
TAOK1	MUT	1356.146	4.135	0.003	0.003	NA	NA
FCER1A	MUT	1356.146	4.135	0.003	0.006	NA	NA
HLA-DRB1	AMPL	1356.146	94.991	0.189	0.189	NA	NA
SEC61G	AMPL	1356.146	60.025	0.177	0.317	NA	NA
CDKN2A	DEL	1356.146	193.770	0.454	0.470	NA	NA
CDKN2B	DEL	1356.146	169.776	0.384	0.448	NA	NA
FOXG1	MUT	1356.146	7.966	0.006	0.009	NA	NA
GRM6	MUT	1356.146	5.563	0.012	0.012	NA	NA
WNT1	AMPL	1356.146	9.260	0.009	0.009	NA	NA
KLF5	MUT	1356.146	4.135	0.003	0.006	NA	NA
SHANK1	MUT	1356.146	4.135	0.003	0.009	NA	NA
RASGRF2	MUT	1356.146	9.847	0.009	0.009	NA	NA
HNRNPF	MUT	1356.146	12.138	0.018	0.018	NA	NA
PCDHGC5	MUT	1356.146	14.185	0.107	0.110	NA	NA
CARD11	MUT	1356.146	4.150	0.009	0.018	NA	NA
KCNA4	MUT	8.363	0.049	0.006	0.006	NA	NA
ARF3	AMPL	5.673	0.017	0.003	0.009	NA	NA
MAN2B1	MUT	3.699	0.020	0.006	0.015	NA	NA
ZNF157	MUT	3.051	0.018	0.006	0.006	NA	NA
ZNF358	MUT	3.051	0.017	0.006	0.009	NA	NA
ZNF543	MUT	3.051	0.034	0.006	0.006	NA	NA
GSTM1	AMPL	3.050	0.018	0.006	0.049	NA	NA
