GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CNOT2	AMPL	212.916	11.110	0.015	0.021	NA	NA
FRS2	AMPL	212.916	12.203	0.024	0.024	NA	NA
PRKY	DEL	212.916	77.840	0.183	0.195	NA	NA
PTEN	MUT	212.916	146.881	0.299	0.314	NA	NA
RAB3IP	AMPL	212.916	9.578	0.018	0.021	NA	NA
IFNG	AMPL	212.916	20.893	0.034	0.034	NA	NA
MDM2	AMPL	212.916	35.160	0.058	0.076	NA	NA
RAN	DEL	212.916	0.649	0.003	0.003	NA	NA
FZD10	DEL	65.761	2.974	0.012	0.012	NA	NA
LYZ	AMPL	65.761	4.209	0.021	0.027	NA	NA
CCT2	AMPL	25.954	10.165	0.024	0.030	NA	NA
YEATS4	AMPL	13.726	8.345	0.021	0.024	NA	NA
PCDH11Y	DEL	6.856	29.250	0.189	0.198	NA	NA
ZNF713	AMPL	2.921	7.096	0.076	0.116	NA	NA
CPSF6	AMPL	2.735	4.161	0.012	0.027	NA	NA
