GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CBLB	MUT	430.654	1.313	0.003	0.003	NA	NA
PIK3R1	MUT	430.654	51.921	0.091	0.091	NA	NA
PRKY	DEL	430.654	77.840	0.183	0.195	NA	NA
CDKN2A	DEL	430.654	193.770	0.454	0.470	NA	NA
RALBP1	MUT	430.654	1.313	0.003	0.003	NA	NA
NOTCH2	MUT	430.654	1.359	0.009	0.009	NA	NA
CDKN2B	DEL	430.654	169.776	0.384	0.448	NA	NA
FGF13	MUT	430.654	1.313	0.003	0.003	NA	NA
MMP13	MUT	430.654	4.503	0.009	0.015	NA	NA
KCNG1	MUT	430.654	5.551	0.009	0.012	NA	NA
PPYR1	DEL	430.654	13.561	0.037	0.040	NA	NA
PCDH11Y	DEL	7.603	29.250	0.189	0.198	NA	NA
SEC61G	AMPL	6.527	60.025	0.177	0.317	NA	NA
CNTNAP2	MUT	3.965	4.243	0.021	0.049	NA	NA
