GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACACA	MUT	729.462	7.279	0.009	0.015	NA	NA
ATRX	MUT	729.462	17.376	0.037	0.043	NA	NA
CDKN2A	DEL	729.462	193.770	0.454	0.470	NA	NA
PIK3R1	MUT	729.462	51.921	0.091	0.091	NA	NA
PSMC3	MUT	729.462	2.224	0.003	0.003	NA	NA
SMARCA2	DEL	729.462	9.634	0.021	0.021	NA	NA
PSIP1	DEL	729.462	6.323	0.012	0.012	NA	NA
CFTR	MUT	729.462	17.835	0.021	0.021	NA	NA
SSRP1	MUT	729.462	2.224	0.003	0.003	NA	NA
KLHL9	DEL	729.462	37.392	0.104	0.229	NA	NA
CDKN2B	DEL	729.462	169.776	0.384	0.448	NA	NA
IFNA1	DEL	729.462	47.119	0.110	0.256	NA	NA
IFNB1	DEL	729.462	16.294	0.040	0.174	NA	NA
IFNA10	DEL	729.462	26.877	0.061	0.213	NA	NA
PRKY	DEL	729.462	77.840	0.183	0.195	NA	NA
FGFR4	MUT	729.462	8.845	0.012	0.012	NA	NA
VLDLR	DEL	729.462	5.671	0.012	0.012	NA	NA
ELAVL2	DEL	729.462	18.706	0.088	0.143	NA	NA
TBL1Y	DEL	729.462	41.165	0.073	0.195	NA	NA
CER1	DEL	729.462	5.655	0.012	0.015	NA	NA
GLIS3	DEL	10.923	0.042	0.006	0.006	NA	NA
MVP	MUT	6.050	0.018	0.003	0.009	NA	NA
FAT2	MUT	5.998	0.235	0.027	0.027	NA	NA
PCDH11Y	DEL	5.998	29.250	0.189	0.198	NA	NA
SLC1A1	DEL	4.435	0.023	0.006	0.006	NA	NA
DPYSL5	MUT	2.991	0.018	0.006	0.006	NA	NA
PTPRD	DEL	2.902	4.143	0.015	0.015	NA	NA
