GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADAM15	MUT	706.075	2.162	0.006	0.006	NA	NA
ANK1	MUT	706.075	11.303	0.024	0.037	NA	NA
BCR	MUT	706.075	5.479	0.009	0.009	NA	NA
CBL	MUT	706.075	3.216	0.006	0.006	NA	NA
CDK5	AMPL	706.075	10.523	0.012	0.012	NA	NA
COL6A2	MUT	706.075	15.337	0.027	0.027	NA	NA
DSP	MUT	706.075	12.403	0.018	0.030	NA	NA
MAPK13	MUT	706.075	5.940	0.009	0.009	NA	NA
PRKCA	MUT	706.075	4.113	0.006	0.006	NA	NA
CDKN2A	MUT	706.075	193.770	0.454	0.470	NA	NA
MSH6	MUT	706.075	9.917	0.015	0.018	NA	NA
TP53	MUT	706.075	159.942	0.284	0.284	NA	NA
PGR	MUT	706.075	12.463	0.015	0.018	NA	NA
PRKCZ	MUT	706.075	4.874	0.006	0.006	NA	NA
MLH1	MUT	706.075	4.028	0.006	0.006	NA	NA
TNFRSF10A	MUT	706.075	7.017	0.009	0.009	NA	NA
ERBB3	MUT	706.075	10.720	0.012	0.012	NA	NA
ITGB3	MUT	706.075	7.865	0.012	0.012	NA	NA
COL1A1	MUT	706.075	8.979	0.012	0.012	NA	NA
COL3A1	MUT	706.075	11.258	0.018	0.018	NA	NA
FN1	MUT	706.075	12.176	0.018	0.018	NA	NA
THBS1	MUT	706.075	8.039	0.009	0.012	NA	NA
HSP90AA1	MUT	706.075	6.091	0.009	0.009	NA	NA
LYN	MUT	706.075	4.876	0.009	0.009	NA	NA
NOS3	AMPL_MUT	706.075	18.116	0.027	0.027	NA	NA
GNAS	MUT	706.075	5.161	0.006	0.006	NA	NA
FRAP1	MUT	706.075	6.226	0.015	0.015	NA	NA
GLI3	MUT	706.075	16.792	0.018	0.018	NA	NA
PDGFRB	MUT	706.075	4.503	0.012	0.012	NA	NA
EIF4E1B	AMPL	706.075	2.161	0.006	0.006	NA	NA
RHEB	AMPL	706.075	2.178	0.012	0.015	NA	NA
CLTCL1	DEL	706.075	4.255	0.006	0.006	NA	NA
HTR2A	MUT	706.075	2.196	0.006	0.006	NA	NA
CNTFR	MUT	706.075	3.774	0.006	0.006	NA	NA
EPHA4	MUT	706.075	2.658	0.006	0.006	NA	NA
ITPR3	MUT	706.075	12.934	0.018	0.018	NA	NA
KIT	MUT	706.075	36.037	0.076	0.076	NA	NA
ELAVL2	MUT	706.075	18.706	0.088	0.143	NA	NA
FOXO3	MUT	706.075	4.263	0.009	0.009	NA	NA
IQGAP1	MUT	706.075	2.153	0.003	0.003	NA	NA
SNCB	AMPL	706.075	2.153	0.003	0.003	NA	NA
TUBA8	DEL	706.075	2.153	0.003	0.006	NA	NA
PCDH24	AMPL	6.255	0.019	0.003	0.003	NA	NA
PRKAG2	AMPL	3.545	3.353	0.015	0.018	NA	NA
NUB1	AMPL	3.063	4.194	0.009	0.018	NA	NA
USP18	DEL	3.041	0.009	0.003	0.003	NA	NA
KIF3B	MUT	2.729	0.008	0.003	0.003	NA	NA
