GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	459.294	193.770	0.454	0.470	NA	NA
EGFR	AMPL_MUT	459.294	212.540	0.393	0.393	NA	NA
PROS1	MUT	459.294	3.208	0.006	0.006	NA	NA
TTN	MUT	459.294	57.477	0.116	0.207	NA	NA
KDR	AMPL	459.294	27.837	0.061	0.064	NA	NA
PTEN	MUT	459.294	146.881	0.299	0.314	NA	NA
CHRM3	MUT	459.294	1.400	0.003	0.003	NA	NA
KIT	AMPL	459.294	36.037	0.076	0.076	NA	NA
ITPR3	MUT	459.294	12.934	0.018	0.018	NA	NA
PRKCQ	MUT	459.294	9.145	0.015	0.015	NA	NA
PCDHGC5	MUT	14.453	14.185	0.107	0.110	NA	NA
MYF5	MUT	14.208	1.651	0.006	0.006	NA	NA
SEC61G	AMPL	7.989	60.025	0.177	0.317	NA	NA
PPFIBP1	MUT	6.244	0.055	0.009	0.015	NA	NA
AKAP8	MUT	4.013	0.012	0.003	0.003	NA	NA
PPP3CB	MUT	3.797	1.691	0.021	0.024	NA	NA
CES1	MUT	3.010	0.018	0.006	0.006	NA	NA
HNRNPU	MUT	2.820	3.030	0.009	0.012	NA	NA
THRA	MUT	2.593	0.008	0.003	0.003	NA	NA
