GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL11A2	MUT	889.233	6.230	0.012	0.018	NA	NA
LAMA1	MUT	889.233	14.030	0.018	0.018	NA	NA
LCP1	MUT	889.233	2.711	0.003	0.003	NA	NA
PIK3CA	MUT	889.233	54.851	0.091	0.091	NA	NA
CUBN	MUT	889.233	4.506	0.006	0.024	NA	NA
LRP2	MUT	889.233	19.276	0.046	0.046	NA	NA
EIF4G3	AMPL	889.233	5.017	0.006	0.006	NA	NA
SPC25	MUT	889.233	2.711	0.003	0.003	NA	NA
TARDBP	AMPL	889.233	4.813	0.006	0.006	NA	NA
LRRC7	AMPL	889.233	6.551	0.015	0.015	NA	NA
PCDHAC2	MUT	889.233	13.228	0.101	0.101	NA	NA
GNG12	AMPL	889.233	2.711	0.003	0.003	NA	NA
SFRS11	AMPL	889.233	2.711	0.003	0.003	NA	NA
PLA2G5	AMPL	889.233	2.711	0.003	0.003	NA	NA
RGS6	MUT	889.233	2.711	0.003	0.003	NA	NA
IL12RB2	AMPL	889.233	4.612	0.009	0.009	NA	NA
FGG	MUT	889.233	6.003	0.006	0.012	NA	NA
PRKG2	MUT	889.233	6.169	0.012	0.015	NA	NA
NF1	MUT	889.233	39.799	0.055	0.095	NA	NA
FRAP1	AMPL	889.233	6.226	0.015	0.015	NA	NA
HNRNPR	DEL	889.233	2.721	0.006	0.006	NA	NA
IL22RA1	AMPL	889.233	2.711	0.003	0.003	NA	NA
TNFRSF1B	AMPL	889.233	2.720	0.006	0.009	NA	NA
PAX7	AMPL	889.233	2.729	0.006	0.006	NA	NA
ZNF275	MUT	19.709	0.060	0.003	0.006	NA	NA
SPEN	AMPL	5.936	0.018	0.003	0.012	NA	NA
TLR5	MUT	5.865	0.018	0.003	0.003	NA	NA
SDHB	AMPL	5.611	0.017	0.003	0.003	NA	NA
