GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
AKT1	AMPL	46.898	4.639	0.012	0.012	NA	NA
CDKN2A	DEL	46.898	193.770	0.454	0.470	NA	NA
CDKN2B	DEL	46.898	169.776	0.384	0.448	NA	NA
IFNA1	DEL	46.898	47.119	0.110	0.256	NA	NA
IFNA10	DEL	46.898	26.877	0.061	0.213	NA	NA
GABRA1	MUT	23.091	7.578	0.015	0.015	NA	NA
NOS1	MUT	8.513	12.166	0.018	0.018	NA	NA
PCSK2	MUT	5.928	0.018	0.003	0.003	NA	NA
TPX2	MUT	5.663	0.017	0.003	0.003	NA	NA
CD53	MUT	5.294	1.380	0.006	0.006	NA	NA
PRKY	DEL	3.077	77.840	0.183	0.195	NA	NA
PCDH11Y	DEL	2.823	29.250	0.189	0.198	NA	NA
PLEKHG5	MUT	2.780	2.730	0.006	0.009	NA	NA
ELAVL2	DEL	2.772	18.706	0.088	0.143	NA	NA
MTTP	MUT	2.677	0.008	0.003	0.003	NA	NA
