GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
GNAT3	MUT	87.095	15.898	0.027	0.027	NA	NA
PIK3R5	MUT	87.095	0.266	0.003	0.003	NA	NA
RGS10	DEL	87.095	8.172	0.018	0.018	NA	NA
RYR1	MUT	87.095	4.187	0.012	0.015	NA	NA
GRK5	DEL	87.095	10.277	0.018	0.018	NA	NA
DACH1	MUT	42.092	0.128	0.003	0.006	NA	NA
IRS4	MUT	35.812	5.776	0.009	0.012	NA	NA
NEFH	MUT	35.812	1.473	0.006	0.006	NA	NA
CDKN2A	DEL	18.438	193.770	0.454	0.470	NA	NA
CDKN2B	DEL	18.438	169.776	0.384	0.448	NA	NA
TRRAP	MUT	18.438	15.138	0.034	0.034	NA	NA
ADAM2	MUT	2.982	1.251	0.006	0.006	NA	NA
ZNF235	MUT	2.801	0.076	0.006	0.006	NA	NA
