GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATRX	MUT	411.720	17.376	0.037	0.043	NA	NA
BUB1	MUT	411.720	1.255	0.003	0.003	NA	NA
TCF7L2	MUT	411.720	13.795	0.021	0.021	NA	NA
TP53	DEL	411.720	159.942	0.284	0.284	NA	NA
PIK3C2G	MUT	411.720	12.819	0.027	0.027	NA	NA
PTEN	MUT	411.720	146.881	0.299	0.314	NA	NA
ITGB4	MUT	411.720	5.335	0.012	0.012	NA	NA
RB1	MUT	411.720	41.063	0.070	0.070	NA	NA
DCN	MUT	411.720	5.217	0.006	0.006	NA	NA
PDGFRA	MUT	411.720	26.689	0.055	0.055	NA	NA
RELN	MUT	411.720	19.208	0.034	0.046	NA	NA
ATP1B2	DEL	13.082	0.040	0.003	0.006	NA	NA
ZNF239	MUT	4.277	0.263	0.018	0.018	NA	NA
