GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	558.186	193.770	0.454	0.470	NA	NA
CHEK1	MUT	558.186	7.323	0.012	0.012	NA	NA
COL6A1	MUT	558.186	2.662	0.006	0.006	NA	NA
EGFR	MUT	558.186	212.540	0.393	0.393	NA	NA
CUL1	MUT	558.186	15.191	0.021	0.021	NA	NA
PTEN	MUT	558.186	146.881	0.299	0.314	NA	NA
CDKN2B	DEL	558.186	169.776	0.384	0.448	NA	NA
EHHADH	MUT	558.186	1.711	0.006	0.006	NA	NA
TPR	MUT	558.186	1.710	0.006	0.006	NA	NA
OCRL	MUT	558.186	5.158	0.012	0.012	NA	NA
CCL3L1	AMPL	18.910	5.386	0.009	0.021	NA	NA
PLCZ1	MUT	18.910	3.248	0.009	0.009	NA	NA
RGS12	MUT	18.910	1.823	0.009	0.009	NA	NA
CDH19	MUT	9.132	0.039	0.006	0.006	NA	NA
LRP2	MUT	8.663	19.276	0.046	0.046	NA	NA
