GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CACNA1E	MUT	364.569	7.857	0.015	0.015	NA	NA
CTNNA2	MUT	364.569	3.753	0.009	0.009	NA	NA
EGFR	MUT	364.569	212.540	0.393	0.393	NA	NA
PTPRC	MUT	364.569	4.550	0.006	0.006	NA	NA
FLNB	MUT	364.569	1.132	0.006	0.006	NA	NA
VWF	MUT	364.569	11.650	0.024	0.030	NA	NA
RAB3GAP2	MUT	364.569	3.422	0.012	0.012	NA	NA
RGS4	MUT	364.569	1.150	0.006	0.006	NA	NA
CCT6A	AMPL	15.165	22.069	0.076	0.082	NA	NA
OFD1	MUT	15.165	3.045	0.006	0.006	NA	NA
CDKN2A	DEL	9.848	193.770	0.454	0.470	NA	NA
LRRC7	MUT	7.386	6.551	0.015	0.015	NA	NA
CPSF1	MUT	5.317	2.692	0.009	0.009	NA	NA
RANGAP1	MUT	5.317	0.045	0.006	0.009	NA	NA
PHKG1	AMPL	2.861	11.889	0.064	0.079	NA	NA
OCRL	MUT	2.743	5.158	0.012	0.012	NA	NA
PTEN	MUT	2.743	146.881	0.299	0.314	NA	NA
TTN	MUT	2.668	57.477	0.116	0.207	NA	NA
