GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTG2	MUT	314.913	4.805	0.006	0.006	NA	NA
COL6A1	MUT	314.913	2.662	0.006	0.006	NA	NA
ERBB2	MUT	314.913	7.530	0.021	0.021	NA	NA
IRS1	MUT	314.913	5.515	0.009	0.009	NA	NA
PIK3R1	MUT	314.913	51.921	0.091	0.091	NA	NA
RIMS2	MUT	314.913	14.626	0.034	0.034	NA	NA
TLR6	MUT	314.913	3.526	0.009	0.012	NA	NA
SERPINA1	MUT	314.913	4.082	0.009	0.009	NA	NA
DLC1	MUT	314.913	3.656	0.012	0.012	NA	NA
C3	MUT	28.957	0.228	0.018	0.018	NA	NA
KIF2B	MUT	11.101	3.760	0.018	0.018	NA	NA
RUVBL2	MUT	9.460	1.569	0.006	0.006	NA	NA
SHH	MUT	8.419	6.238	0.012	0.012	NA	NA
NPTX2	MUT	6.479	0.162	0.021	0.024	NA	NA
CDKN2A	DEL	5.999	193.770	0.454	0.470	NA	NA
CDKN2B	DEL	5.999	169.776	0.384	0.448	NA	NA
PPYR1	DEL	4.777	13.561	0.037	0.040	NA	NA
ELAVL2	DEL	4.002	18.706	0.088	0.143	NA	NA
ADCY5	MUT	3.868	5.349	0.015	0.018	NA	NA
