GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL4A3	MUT	529.534	1.614	0.003	0.003	NA	NA
EGFR	AMPL	529.534	212.540	0.393	0.393	NA	NA
PPARA	MUT	529.534	3.746	0.009	0.009	NA	NA
GABRA6	MUT	529.534	10.281	0.024	0.027	NA	NA
HCK	MUT	529.534	8.380	0.015	0.015	NA	NA
PRKY	DEL	529.534	77.840	0.183	0.195	NA	NA
GRM3	MUT	529.534	15.538	0.030	0.030	NA	NA
HLA-DRB1	AMPL	529.534	94.991	0.189	0.189	NA	NA
RASGRF2	MUT	529.534	9.847	0.009	0.009	NA	NA
TBL1Y	DEL	529.534	41.165	0.073	0.195	NA	NA
TCF12	MUT	529.534	7.581	0.012	0.012	NA	NA
S100A8	MUT	529.534	3.599	0.006	0.009	NA	NA
KCNB2	MUT	529.534	1.667	0.012	0.015	NA	NA
SEC61G	AMPL	10.678	60.025	0.177	0.317	NA	NA
DCHS2	MUT	9.104	0.093	0.015	0.015	NA	NA
PCDH11Y	DEL	9.104	29.250	0.189	0.198	NA	NA
PCDHGC5	MUT	9.104	14.185	0.107	0.110	NA	NA
WDR5B	AMPL	3.040	0.009	0.003	0.003	NA	NA
