GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDH18	MUT	1088.529	10.078	0.021	0.027	NA	NA
PCDH11Y	DEL	1088.529	29.250	0.189	0.198	NA	NA
COL6A3	MUT	1088.529	17.046	0.034	0.034	NA	NA
EGFR	AMPL_MUT	1088.529	212.540	0.393	0.393	NA	NA
PRKY	DEL	1088.529	77.840	0.183	0.195	NA	NA
TTN	MUT	1088.529	57.477	0.116	0.207	NA	NA
PTEN	MUT	1088.529	146.881	0.299	0.314	NA	NA
FGA	MUT	1088.529	10.025	0.015	0.015	NA	NA
DAG1	MUT	1088.529	3.319	0.003	0.006	NA	NA
SEC61G	AMPL	5.702	60.025	0.177	0.317	NA	NA
GSTM1	AMPL	2.727	0.018	0.006	0.049	NA	NA
NUP62	DEL	2.533	1.550	0.009	0.009	NA	NA
