GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
APOB	MUT	320.404	19.241	0.040	0.040	NA	NA
CDKN2A	DEL	320.404	193.770	0.454	0.470	NA	NA
CDKN2B	DEL	320.404	169.776	0.384	0.448	NA	NA
MAP3K1	MUT	320.404	6.939	0.015	0.015	NA	NA
MSH6	MUT	320.404	9.917	0.015	0.018	NA	NA
PTEN	DEL	320.404	146.881	0.299	0.314	NA	NA
PTK2B	MUT	320.404	2.076	0.006	0.006	NA	NA
IL12RB2	MUT	320.404	4.612	0.009	0.009	NA	NA
RERE	MUT	320.404	10.892	0.018	0.027	NA	NA
PDGFRA	AMPL_MUT	320.404	26.689	0.055	0.055	NA	NA
DVL2	MUT	320.404	3.575	0.012	0.012	NA	NA
PRKY	DEL	320.404	77.840	0.183	0.195	NA	NA
GRM6	MUT	320.404	5.563	0.012	0.012	NA	NA
ZNF658B	DEL	5.385	0.016	0.003	0.003	NA	NA
ELAVL2	DEL	3.638	18.706	0.088	0.143	NA	NA
PCDH11Y	DEL	3.506	29.250	0.189	0.198	NA	NA
