GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
AKT1	AMPL	355.427	4.639	0.012	0.012	NA	NA
CDKN2A	DEL	355.427	193.770	0.454	0.470	NA	NA
EGFR	AMPL_MUT	355.427	212.540	0.393	0.393	NA	NA
KLHL9	DEL	355.427	37.392	0.104	0.229	NA	NA
CDKN2B	DEL	355.427	169.776	0.384	0.448	NA	NA
GRM1	MUT	355.427	3.957	0.009	0.009	NA	NA
HLA-DRB1	AMPL	355.427	94.991	0.189	0.189	NA	NA
IFNA1	DEL	355.427	47.119	0.110	0.256	NA	NA
IFNB1	DEL	355.427	16.294	0.040	0.174	NA	NA
TEK	DEL	2.920	25.431	0.061	0.064	NA	NA
