GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
AKT3	AMPL	988.356	3.920	0.006	0.006	NA	NA
CDK4	AMPL	988.356	64.697	0.113	0.116	NA	NA
CDX4	MUT	988.356	3.040	0.006	0.006	NA	NA
EGFR	AMPL	988.356	212.540	0.393	0.393	NA	NA
INHBA	MUT	988.356	15.142	0.012	0.018	NA	NA
PRKY	DEL	988.356	77.840	0.183	0.195	NA	NA
POLR1A	MUT	988.356	3.022	0.006	0.006	NA	NA
MDM2	AMPL	988.356	35.160	0.058	0.076	NA	NA
SDCCAG8	AMPL	988.356	5.390	0.012	0.012	NA	NA
EPHB1	MUT	988.356	3.024	0.006	0.006	NA	NA
HNRNPU	AMPL	988.356	3.030	0.009	0.012	NA	NA
MACF1	MUT	988.356	6.774	0.009	0.024	NA	NA
TBL1Y	DEL	988.356	41.165	0.073	0.195	NA	NA
AVPR1A	AMPL	988.356	15.549	0.024	0.024	NA	NA
CDH9	MUT	19.605	1.773	0.021	0.021	NA	NA
PCDH11Y	DEL	19.605	29.250	0.189	0.198	NA	NA
PCDHGC5	MUT	19.605	14.185	0.107	0.110	NA	NA
SEC61G	AMPL	15.304	60.025	0.177	0.317	NA	NA
ZNF709	MUT	5.609	0.025	0.006	0.006	NA	NA
