GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
APOB	MUT	302.938	19.241	0.040	0.040	NA	NA
PDGFD	MUT	302.938	0.931	0.006	0.006	NA	NA
CDC27	MUT	302.938	4.849	0.015	0.015	NA	NA
PIK3CA	MUT	302.938	54.851	0.091	0.091	NA	NA
PRKCB	MUT	302.938	4.349	0.009	0.009	NA	NA
IL12RB2	MUT	302.938	4.612	0.009	0.009	NA	NA
SLC26A8	MUT	302.938	5.268	0.012	0.012	NA	NA
NTRK1	MUT	302.938	2.799	0.006	0.006	NA	NA
PCDHAC2	MUT	12.819	13.228	0.101	0.101	NA	NA
HOXC5	MUT	11.737	0.098	0.006	0.006	NA	NA
ATRX	MUT	6.758	17.376	0.037	0.043	NA	NA
CCR5	MUT	3.871	0.012	0.003	0.003	NA	NA
