GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
BDKRB1	MUT	454.985	3.490	0.006	0.006	NA	NA
BRCA1	MUT	454.985	6.546	0.012	0.012	NA	NA
PIK3R1	MUT	454.985	51.921	0.091	0.091	NA	NA
PTEN	MUT	454.985	146.881	0.299	0.314	NA	NA
TLR2	MUT	454.985	1.424	0.009	0.009	NA	NA
COL6A3	MUT	454.985	17.046	0.034	0.034	NA	NA
EGFR	MUT	454.985	212.540	0.393	0.393	NA	NA
ITGA2B	MUT	454.985	1.387	0.003	0.003	NA	NA
CACNA1S	MUT	454.985	10.534	0.021	0.027	NA	NA
ESR2	MUT	454.985	3.564	0.009	0.009	NA	NA
PDGFRA	MUT	454.985	26.689	0.055	0.055	NA	NA
MAG	MUT	454.985	1.387	0.003	0.009	NA	NA
PCDHAC2	MUT	6.779	13.228	0.101	0.101	NA	NA
