GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTA2	DEL	634.916	17.836	0.027	0.027	NA	NA
ADAM12	DEL	634.916	15.796	0.024	0.024	NA	NA
BTRC	DEL	634.916	7.996	0.015	0.015	NA	NA
BUB3	DEL	634.916	14.355	0.021	0.021	NA	NA
CASP7	DEL	634.916	10.012	0.015	0.015	NA	NA
CDC2	DEL	634.916	6.170	0.009	0.009	NA	NA
CDK4	AMPL	634.916	64.697	0.113	0.116	NA	NA
MDM2	AMPL	634.916	35.160	0.058	0.076	NA	NA
UBE2D1	DEL	634.916	10.268	0.012	0.012	NA	NA
VIM	DEL	634.916	7.745	0.012	0.015	NA	NA
ZWINT	DEL	634.916	10.268	0.012	0.015	NA	NA
ITGB1	DEL	634.916	12.783	0.018	0.018	NA	NA
RHOBTB1	DEL	634.916	6.170	0.009	0.009	NA	NA
TCF7L2	DEL	634.916	13.795	0.021	0.021	NA	NA
COL17A1	DEL	634.916	10.118	0.018	0.024	NA	NA
CXCL12	DEL	634.916	9.599	0.015	0.015	NA	NA
DNMBP	DEL	634.916	9.025	0.018	0.024	NA	NA
EGFR	AMPL_MUT	634.916	212.540	0.393	0.393	NA	NA
FGFR2	DEL	634.916	19.073	0.027	0.027	NA	NA
ITGA8	DEL	634.916	8.794	0.015	0.015	NA	NA
LAMA3	MUT	634.916	6.152	0.012	0.012	NA	NA
NOS3	MUT	634.916	18.116	0.027	0.027	NA	NA
PDGFRA	AMPL_MUT	634.916	26.689	0.055	0.055	NA	NA
PTEN	DEL	634.916	146.881	0.299	0.314	NA	NA
SLC18A2	DEL	634.916	10.351	0.018	0.018	NA	NA
PLCE1	DEL	634.916	12.754	0.018	0.018	NA	NA
IGFBP7	DEL	634.916	7.141	0.015	0.015	NA	NA
PLAU	DEL	634.916	14.355	0.021	0.021	NA	NA
VAV2	MUT	634.916	5.218	0.009	0.009	NA	NA
AZI1	MUT	634.916	5.365	0.006	0.006	NA	NA
CEP135	DEL	634.916	8.035	0.027	0.027	NA	NA
DCTN2	AMPL	634.916	32.033	0.061	0.064	NA	NA
MKI67	DEL	634.916	18.124	0.027	0.034	NA	NA
PRKCQ	DEL	634.916	9.145	0.015	0.015	NA	NA
MAPK8	DEL	634.916	13.585	0.018	0.018	NA	NA
SMC3	DEL	634.916	10.038	0.024	0.024	NA	NA
VCL	DEL	634.916	14.355	0.021	0.021	NA	NA
CD4	MUT	634.916	4.867	0.009	0.009	NA	NA
DUSP5	DEL	634.916	6.083	0.012	0.015	NA	NA
PARD3	DEL	634.916	9.676	0.018	0.018	NA	NA
AVPR1A	DEL	634.916	15.549	0.024	0.024	NA	NA
FZD8	DEL	634.916	7.978	0.012	0.012	NA	NA
GLI1	AMPL	634.916	40.699	0.064	0.064	NA	NA
GRK5	DEL	634.916	10.277	0.018	0.018	NA	NA
HTR7	DEL	634.916	11.758	0.018	0.018	NA	NA
P4HA1	DEL	634.916	10.189	0.015	0.021	NA	NA
WNT8B	DEL	634.916	7.978	0.012	0.012	NA	NA
EPC1	DEL	634.916	12.715	0.018	0.018	NA	NA
IFNG	DEL	634.916	20.893	0.034	0.034	NA	NA
CALML5	DEL	634.916	7.857	0.015	0.015	NA	NA
CAMK2G	DEL	634.916	14.355	0.021	0.021	NA	NA
KIT	AMPL	634.916	36.037	0.076	0.076	NA	NA
NCOA4	DEL	634.916	5.660	0.009	0.012	NA	NA
DHX38	DEL	634.916	3.743	0.006	0.006	NA	NA
BCAR1	DEL	634.916	5.753	0.009	0.009	NA	NA
CPSF6	MUT	634.916	4.161	0.012	0.027	NA	NA
HNRNPF	DEL	634.916	12.138	0.018	0.018	NA	NA
POLR2B	DEL	634.916	5.059	0.018	0.018	NA	NA
RGS10	DEL	634.916	8.172	0.018	0.018	NA	NA
NRP1	DEL	634.916	8.003	0.018	0.018	NA	NA
KCNIP2	DEL	634.916	3.764	0.012	0.012	NA	NA
PRKG1	DEL	634.916	2.725	0.015	0.018	NA	NA
CCT5	MUT	634.916	1.974	0.006	0.006	NA	NA
KIF5A	AMPL	634.916	28.156	0.058	0.064	NA	NA
ANK3	DEL	22.721	3.395	0.009	0.012	NA	NA
EMX2	DEL	22.721	2.189	0.009	0.015	NA	NA
PTF1A	DEL	10.555	2.248	0.012	0.012	NA	NA
DDIT3	AMPL	6.918	28.466	0.043	0.073	NA	NA
TACR2	DEL	6.621	0.067	0.015	0.018	NA	NA
ZNF239	DEL	5.970	0.263	0.018	0.018	NA	NA
ZNF37A	DEL	5.970	0.242	0.015	0.018	NA	NA
CDH23	DEL	4.089	13.958	0.030	0.030	NA	NA
PCDH15	DEL	4.089	8.786	0.027	0.027	NA	NA
PCDHGC5	MUT	4.089	14.185	0.107	0.110	NA	NA
NEUROG3	DEL	4.001	2.151	0.018	0.018	NA	NA
PNLIP	DEL	3.887	4.265	0.012	0.015	NA	NA
EGR2	DEL	3.613	3.849	0.012	0.015	NA	NA
PPP3CB	DEL	3.205	1.691	0.021	0.024	NA	NA
PPYR1	DEL	3.088	13.561	0.037	0.040	NA	NA
PRDX3	DEL	3.081	0.038	0.012	0.015	NA	NA
ARL3	DEL	3.055	0.039	0.012	0.012	NA	NA
POLR3A	DEL	2.817	0.009	0.003	0.018	NA	NA
CLOCK	DEL	2.809	10.727	0.021	0.037	NA	NA
PRTFDC1	DEL	2.696	0.020	0.006	0.012	NA	NA
FAS	DEL	2.610	11.941	0.021	0.024	NA	NA
