GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ANK2	MUT	390.963	15.969	0.030	0.030	NA	NA
COL6A3	MUT	390.963	17.046	0.034	0.034	NA	NA
EGFR	MUT	390.963	212.540	0.393	0.393	NA	NA
F8	MUT	390.963	6.354	0.015	0.015	NA	NA
PLG	MUT	390.963	5.577	0.009	0.009	NA	NA
LAMA2	MUT	390.963	13.872	0.018	0.018	NA	NA
PTEN	MUT	390.963	146.881	0.299	0.314	NA	NA
TGFBR2	MUT	390.963	4.078	0.009	0.009	NA	NA
HTR7	MUT	390.963	11.758	0.018	0.018	NA	NA
IRAK1	MUT	390.963	1.192	0.003	0.003	NA	NA
CDKN2A	DEL	390.963	193.770	0.454	0.470	NA	NA
RFC4	MUT	390.963	2.528	0.006	0.006	NA	NA
RXRA	MUT	18.009	2.831	0.006	0.006	NA	NA
SMARCA2	MUT	18.009	9.634	0.021	0.021	NA	NA
PCDH15	MUT	9.520	8.786	0.027	0.027	NA	NA
BRCA1	MUT	6.227	6.546	0.012	0.012	NA	NA
CLOCK	MUT	5.555	10.727	0.021	0.037	NA	NA
SLIT3	MUT	4.367	0.023	0.006	0.030	NA	NA
CACNA1C	MUT	3.138	3.256	0.012	0.015	NA	NA
CACNA1I	MUT	3.138	3.655	0.012	0.012	NA	NA
ATP8B4	MUT	2.929	0.053	0.018	0.018	NA	NA
