GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ABL1	MUT	609.174	4.633	0.006	0.006	NA	NA
CDK4	AMPL	609.174	64.697	0.113	0.116	NA	NA
CDKN2A	DEL	609.174	193.770	0.454	0.470	NA	NA
TLE4	MUT	609.174	5.955	0.006	0.009	NA	NA
GLI1	AMPL	609.174	40.699	0.064	0.064	NA	NA
DCTN2	AMPL	609.174	32.033	0.061	0.064	NA	NA
PDS5A	MUT	609.174	1.857	0.003	0.006	NA	NA
CDKN2B	DEL	609.174	169.776	0.384	0.448	NA	NA
MAP4K1	MUT	609.174	4.813	0.009	0.009	NA	NA
DDIT3	AMPL	609.174	28.466	0.043	0.073	NA	NA
CACNA1S	MUT	609.174	10.534	0.021	0.027	NA	NA
PIP4K2C	AMPL	609.174	21.134	0.034	0.076	NA	NA
INHBC	AMPL	609.174	13.998	0.024	0.052	NA	NA
KIF5A	AMPL	609.174	28.156	0.058	0.064	NA	NA
ZNF99	MUT	11.923	0.060	0.009	0.012	NA	NA
ARHGAP9	AMPL	5.959	19.408	0.024	0.064	NA	NA
CYP27B1	AMPL	2.722	0.031	0.006	0.128	NA	NA
GK	MUT	2.637	0.008	0.003	0.009	NA	NA
CARD11	MUT	2.566	4.150	0.009	0.018	NA	NA
