GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTG2	MUT	1261.068	4.805	0.006	0.006	NA	NA
CDK4	AMPL	1261.068	64.697	0.113	0.116	NA	NA
DDIT3	AMPL	1261.068	28.466	0.043	0.073	NA	NA
LAMA2	MUT	1261.068	13.872	0.018	0.018	NA	NA
LAMA5	MUT	1261.068	11.592	0.015	0.015	NA	NA
MAPK3	MUT	1261.068	3.845	0.003	0.003	NA	NA
PIK3CA	MUT	1261.068	54.851	0.091	0.091	NA	NA
TP53	MUT	1261.068	159.942	0.284	0.284	NA	NA
PIP4K2C	AMPL	1261.068	21.134	0.034	0.076	NA	NA
NOS1	MUT	1261.068	12.166	0.018	0.018	NA	NA
PDGFRA	AMPL	1261.068	26.689	0.055	0.055	NA	NA
VAMP7	MUT	1261.068	6.242	0.009	0.009	NA	NA
GLI1	AMPL	1261.068	40.699	0.064	0.064	NA	NA
PDYN	MUT	1261.068	5.735	0.009	0.009	NA	NA
PLCE1	MUT	1261.068	12.754	0.018	0.018	NA	NA
ARHGAP9	AMPL	1261.068	19.408	0.024	0.064	NA	NA
CTDSP2	AMPL	1261.068	10.670	0.018	0.095	NA	NA
INHBC	AMPL	1261.068	13.998	0.024	0.052	NA	NA
DCTN2	AMPL	1261.068	32.033	0.061	0.064	NA	NA
KIF5A	AMPL	1261.068	28.156	0.058	0.064	NA	NA
