GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTA2	DEL	343.869	17.836	0.027	0.027	NA	NA
EGFR	AMPL	343.869	212.540	0.393	0.393	NA	NA
FAS	DEL	343.869	11.941	0.021	0.024	NA	NA
IKZF1	AMPL	343.869	22.419	0.030	0.030	NA	NA
PLCD1	MUT	343.869	5.257	0.009	0.009	NA	NA
FFAR3	DEL	343.869	19.468	0.055	0.067	NA	NA
NUPL2	DEL	5.742	14.157	0.018	0.018	NA	NA
CCT6A	AMPL	4.066	22.069	0.076	0.082	NA	NA
IFIT3	DEL	3.155	0.019	0.006	0.018	NA	NA
P2RX2	MUT	3.090	0.009	0.003	0.003	NA	NA
ZNF713	AMPL	3.014	7.096	0.076	0.116	NA	NA
IL6	DEL	2.932	12.151	0.015	0.015	NA	NA
PHKG1	AMPL	2.689	11.889	0.064	0.079	NA	NA
