GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADRBK2	MUT	1230.631	7.190	0.006	0.006	NA	NA
APC	MUT	1230.631	5.380	0.006	0.006	NA	NA
CDK4	AMPL	1230.631	64.697	0.113	0.116	NA	NA
EGFR	MUT	1230.631	212.540	0.393	0.393	NA	NA
GLI1	AMPL	1230.631	40.699	0.064	0.064	NA	NA
PIP4K2C	AMPL	1230.631	21.134	0.034	0.076	NA	NA
TNKS	MUT	1230.631	3.752	0.003	0.006	NA	NA
TP53	MUT	1230.631	159.942	0.284	0.284	NA	NA
VEGFA	AMPL	1230.631	8.307	0.012	0.012	NA	NA
FLT1	MUT	1230.631	10.539	0.018	0.018	NA	NA
KIF5A	AMPL	1230.631	28.156	0.058	0.064	NA	NA
HLA-DRB1	AMPL	1230.631	94.991	0.189	0.189	NA	NA
IL1R1	MUT	1230.631	9.883	0.009	0.009	NA	NA
SMARCA4	MUT	1230.631	3.752	0.003	0.003	NA	NA
DCTN2	AMPL	1230.631	32.033	0.061	0.064	NA	NA
ATP5B	MUT	1230.631	3.752	0.003	0.012	NA	NA
ARHGAP9	AMPL	1230.631	19.408	0.024	0.064	NA	NA
MACF1	MUT	1230.631	6.774	0.009	0.024	NA	NA
CHRM2	MUT	1230.631	16.311	0.018	0.018	NA	NA
PCDHGC5	MUT	37.914	14.185	0.107	0.110	NA	NA
ZNF625	MUT	12.798	0.039	0.003	0.003	NA	NA
INHBC	AMPL	2.768	13.998	0.024	0.052	NA	NA
