GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTB	AMPL	1463.074	13.012	0.012	0.012	NA	NA
ETV1	AMPL	1463.074	10.613	0.009	0.009	NA	NA
CD3G	AMPL	1463.074	27.459	0.030	0.030	NA	NA
IGFBP3	AMPL	1463.074	12.769	0.018	0.018	NA	NA
ACTG1	AMPL	1463.074	13.012	0.012	0.012	NA	NA
AHR	AMPL	1463.074	6.877	0.012	0.021	NA	NA
RB1	MUT	1463.074	41.063	0.070	0.070	NA	NA
AMPH	AMPL	1463.074	17.933	0.021	0.021	NA	NA
CAMK2B	AMPL	1463.074	16.251	0.018	0.018	NA	NA
EGFR	AMPL_MUT	1463.074	212.540	0.393	0.393	NA	NA
GCK	AMPL	1463.074	12.180	0.015	0.021	NA	NA
GLI3	AMPL	1463.074	16.792	0.018	0.018	NA	NA
HNRNPA2B1	AMPL	1463.074	13.598	0.012	0.012	NA	NA
ITGB8	AMPL	1463.074	13.102	0.015	0.015	NA	NA
PIK3C2B	AMPL	1463.074	28.902	0.052	0.055	NA	NA
POLD2	AMPL	1463.074	14.736	0.015	0.018	NA	NA
PPIA	AMPL	1463.074	16.251	0.018	0.018	NA	NA
PSMA2	AMPL	1463.074	14.736	0.015	0.015	NA	NA
PTEN	MUT	1463.074	146.881	0.299	0.314	NA	NA
RAC1	AMPL	1463.074	8.629	0.006	0.006	NA	NA
SEC61G	AMPL	1463.074	60.025	0.177	0.317	NA	NA
SEPT7	AMPL	1463.074	15.567	0.012	0.024	NA	NA
THBS1	MUT	1463.074	8.039	0.009	0.012	NA	NA
CCT6A	AMPL	1463.074	22.069	0.076	0.082	NA	NA
HOXA9	AMPL	1463.074	14.363	0.015	0.015	NA	NA
IL6	AMPL	1463.074	12.151	0.015	0.015	NA	NA
INHBA	AMPL	1463.074	15.142	0.012	0.018	NA	NA
MYL7	AMPL	1463.074	8.650	0.012	0.018	NA	NA
MAD1L1	AMPL	1463.074	11.181	0.009	0.009	NA	NA
STK17A	AMPL	1463.074	14.801	0.018	0.018	NA	NA
ADCY1	AMPL	1463.074	23.040	0.030	0.030	NA	NA
ADORA1	AMPL	1463.074	6.988	0.009	0.009	NA	NA
IKZF1	AMPL	1463.074	22.419	0.030	0.030	NA	NA
TWIST1	AMPL	1463.074	8.652	0.009	0.009	NA	NA
LSM5	AMPL	1463.074	12.128	0.009	0.015	NA	NA
NUPL2	AMPL	1463.074	14.157	0.018	0.018	NA	NA
SNRPE	AMPL	1463.074	9.483	0.027	0.030	NA	NA
ADCYAP1R1	AMPL	1463.074	7.960	0.006	0.018	NA	NA
GRB10	AMPL	1463.074	22.509	0.027	0.027	NA	NA
PRKAR1B	AMPL	1463.074	10.613	0.009	0.012	NA	NA
FFAR3	DEL	1463.074	19.468	0.055	0.067	NA	NA
DBNL	AMPL	1463.074	13.298	0.018	0.018	NA	NA
RALA	AMPL	1463.074	12.628	0.012	0.012	NA	NA
FMOD	AMPL	1463.074	4.461	0.003	0.021	NA	NA
PHKG1	AMPL	1463.074	11.889	0.064	0.079	NA	NA
RBAK	AMPL	11.095	4.274	0.015	0.015	NA	NA
ZNF107	AMPL	11.095	6.415	0.015	0.018	NA	NA
ZNF713	AMPL	11.095	7.096	0.076	0.116	NA	NA
PMS2	AMPL	4.693	4.182	0.006	0.012	NA	NA
SFRP4	AMPL	3.957	4.226	0.012	0.015	NA	NA
AQP1	AMPL	3.948	0.024	0.006	0.018	NA	NA
HOXA10	AMPL	3.907	4.180	0.006	0.012	NA	NA
CYCS	AMPL	2.830	7.676	0.009	0.012	NA	NA
TAX1BP1	AMPL	2.545	0.008	0.003	0.015	NA	NA
