GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CACNA1B	MUT	317.243	6.628	0.015	0.015	NA	NA
EGFR	MUT	317.243	212.540	0.393	0.393	NA	NA
PLS3	DEL	317.243	0.967	0.003	0.003	NA	NA
PRKY	DEL	317.243	77.840	0.183	0.195	NA	NA
PTEN	DEL	317.243	146.881	0.299	0.314	NA	NA
RIMS2	MUT	317.243	14.626	0.034	0.034	NA	NA
IFNA1	DEL	317.243	47.119	0.110	0.256	NA	NA
IFNA10	DEL	317.243	26.877	0.061	0.213	NA	NA
CDKN2A	DEL	317.243	193.770	0.454	0.470	NA	NA
IFNB1	DEL	317.243	16.294	0.040	0.174	NA	NA
NEFM	MUT	16.855	1.658	0.009	0.012	NA	NA
CEP250	MUT	6.839	3.092	0.009	0.009	NA	NA
CELSR3	MUT	6.837	0.102	0.012	0.012	NA	NA
PCDH11Y	DEL	6.837	29.250	0.189	0.198	NA	NA
PCDHGC5	MUT	6.837	14.185	0.107	0.110	NA	NA
PRKG2	MUT	6.816	6.169	0.012	0.015	NA	NA
ATP8B3	MUT	2.948	0.026	0.009	0.009	NA	NA
IBTK	MUT	2.583	0.008	0.003	0.003	NA	NA
