GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
AVPR1A	AMPL	132.145	15.549	0.024	0.024	NA	NA
CDK4	AMPL	132.145	64.697	0.113	0.116	NA	NA
DCTN2	AMPL	132.145	32.033	0.061	0.064	NA	NA
HLA-DRB1	AMPL	132.145	94.991	0.189	0.189	NA	NA
IFNG	AMPL	132.145	20.893	0.034	0.034	NA	NA
IL22	AMPL	132.145	12.270	0.018	0.027	NA	NA
STAT6	AMPL	132.145	13.522	0.021	0.021	NA	NA
VEGFA	AMPL	132.145	8.307	0.012	0.012	NA	NA
SMARCD2	MUT	132.145	0.403	0.003	0.003	NA	NA
GLI1	AMPL	132.145	40.699	0.064	0.064	NA	NA
GRM6	MUT	132.145	5.563	0.012	0.012	NA	NA
PDGFRB	MUT	132.145	4.503	0.012	0.012	NA	NA
KIF5A	AMPL	132.145	28.156	0.058	0.064	NA	NA
COL14A1	MUT	52.266	6.012	0.015	0.015	NA	NA
COL22A1	MUT	52.266	5.884	0.015	0.015	NA	NA
GABRG2	MUT	22.019	4.389	0.009	0.009	NA	NA
PRKY	DEL	11.196	77.840	0.183	0.195	NA	NA
PCDH11Y	DEL	5.796	29.250	0.189	0.198	NA	NA
PCDHAC2	MUT	5.796	13.228	0.101	0.101	NA	NA
INHBC	AMPL	5.615	13.998	0.024	0.052	NA	NA
MRE11A	MUT	2.773	0.008	0.003	0.003	NA	NA
