GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	1079.643	193.770	0.454	0.470	NA	NA
EGFR	AMPL	1079.643	212.540	0.393	0.393	NA	NA
MMP1	MUT	1079.643	3.292	0.003	0.003	NA	NA
SEC61G	AMPL	1079.643	60.025	0.177	0.317	NA	NA
TEK	DEL	1079.643	25.431	0.061	0.064	NA	NA
PTEN	MUT	1079.643	146.881	0.299	0.314	NA	NA
CDKN2B	DEL	1079.643	169.776	0.384	0.448	NA	NA
FGG	MUT	1079.643	6.003	0.006	0.012	NA	NA
PIK3C2B	MUT	1079.643	28.902	0.052	0.055	NA	NA
PIK3C2G	MUT	1079.643	12.819	0.027	0.027	NA	NA
IFNA1	DEL	1079.643	47.119	0.110	0.256	NA	NA
IFNA10	DEL	1079.643	26.877	0.061	0.213	NA	NA
RYR3	MUT	1079.643	10.504	0.040	0.052	NA	NA
ELAVL2	DEL	1079.643	18.706	0.088	0.143	NA	NA
PRKAG2	MUT	1079.643	3.353	0.015	0.018	NA	NA
ZNF681	MUT	8.126	0.076	0.009	0.009	NA	NA
PCDHGC5	MUT	6.593	14.185	0.107	0.110	NA	NA
PLK3	MUT	3.305	0.010	0.003	0.003	NA	NA
