GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADCY1	AMPL	482.169	23.040	0.030	0.030	NA	NA
CAMK2B	AMPL	482.169	16.251	0.018	0.018	NA	NA
COL5A2	MUT	482.169	2.490	0.006	0.006	NA	NA
EGFR	AMPL	482.169	212.540	0.393	0.393	NA	NA
NFKBIA	MUT	482.169	1.470	0.003	0.003	NA	NA
HOXA9	AMPL	482.169	14.363	0.015	0.015	NA	NA
NOD1	AMPL	482.169	7.284	0.012	0.021	NA	NA
GLI3	AMPL	482.169	16.792	0.018	0.018	NA	NA
PPIA	AMPL	482.169	16.251	0.018	0.018	NA	NA
PSMA2	AMPL	482.169	14.736	0.015	0.015	NA	NA
IGFBP3	AMPL	482.169	12.769	0.018	0.018	NA	NA
NRXN1	MUT	482.169	6.768	0.009	0.015	NA	NA
STK17A	AMPL	482.169	14.801	0.018	0.018	NA	NA
POLD2	AMPL	482.169	14.736	0.015	0.018	NA	NA
SEC61G	AMPL	482.169	60.025	0.177	0.317	NA	NA
HNRNPA2B1	AMPL	482.169	13.598	0.012	0.012	NA	NA
DBNL	AMPL	6.645	13.298	0.018	0.018	NA	NA
AEBP1	AMPL	6.123	0.019	0.003	0.021	NA	NA
RAMP3	AMPL	5.911	0.018	0.003	0.021	NA	NA
CEP135	MUT	4.586	8.035	0.027	0.027	NA	NA
SFRP4	AMPL	3.453	4.226	0.012	0.015	NA	NA
