GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATRX	MUT	163.923	17.376	0.037	0.043	NA	NA
CDK4	AMPL	163.923	64.697	0.113	0.116	NA	NA
DDIT3	AMPL	163.923	28.466	0.043	0.073	NA	NA
TP53	MUT	163.923	159.942	0.284	0.284	NA	NA
RHOB	AMPL	163.923	2.375	0.006	0.006	NA	NA
KDR	AMPL	163.923	27.837	0.061	0.064	NA	NA
PDGFRA	AMPL	163.923	26.689	0.055	0.055	NA	NA
CDK6	AMPL	163.923	9.458	0.018	0.018	NA	NA
DCTN2	AMPL	163.923	32.033	0.061	0.064	NA	NA
KIT	AMPL	163.923	36.037	0.076	0.076	NA	NA
RALA	AMPL	163.923	12.628	0.012	0.012	NA	NA
KIF5A	AMPL	163.923	28.156	0.058	0.064	NA	NA
F5	MUT	49.463	10.687	0.018	0.021	NA	NA
PRSS2	AMPL	49.463	14.897	0.030	0.030	NA	NA
GRASP	AMPL	49.463	0.151	0.003	0.003	NA	NA
ACVRL1	AMPL	14.260	0.057	0.006	0.006	NA	NA
IAPP	AMPL	9.455	0.769	0.006	0.012	NA	NA
SMARCD1	AMPL	3.817	0.012	0.003	0.003	NA	NA
NCKAP1L	AMPL	3.154	4.357	0.006	0.009	NA	NA
ZNF254	MUT	3.026	0.018	0.006	0.006	NA	NA
ZNF430	MUT	3.026	0.026	0.006	0.006	NA	NA
APOB	AMPL	3.008	19.241	0.040	0.040	NA	NA
HOMER3	MUT	2.901	0.009	0.003	0.006	NA	NA
KCNS3	AMPL	2.865	0.029	0.006	0.009	NA	NA
