GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
APEX2	AMPL	514.735	2.842	0.009	0.009	NA	NA
CDKN2A	DEL	514.735	193.770	0.454	0.470	NA	NA
FBN1	DEL	514.735	4.091	0.012	0.012	NA	NA
NFKB2	MUT	514.735	5.509	0.009	0.015	NA	NA
TP53	MUT	514.735	159.942	0.284	0.284	NA	NA
KLHL9	DEL	514.735	37.392	0.104	0.229	NA	NA
SMARCA5	MUT	514.735	2.684	0.006	0.006	NA	NA
SMC1A	AMPL	514.735	6.629	0.015	0.015	NA	NA
PTEN	MUT	514.735	146.881	0.299	0.314	NA	NA
CEP152	DEL	514.735	1.569	0.003	0.003	NA	NA
GABRA6	MUT	514.735	10.281	0.024	0.027	NA	NA
PRKY	DEL	514.735	77.840	0.183	0.195	NA	NA
CDKN2B	DEL	514.735	169.776	0.384	0.448	NA	NA
PSIP1	DEL	514.735	6.323	0.012	0.012	NA	NA
CER1	DEL	514.735	5.655	0.012	0.015	NA	NA
CHRM4	MUT	514.735	8.704	0.009	0.009	NA	NA
FLT1	DEL	514.735	10.539	0.018	0.018	NA	NA
GRM1	MUT	514.735	3.957	0.009	0.009	NA	NA
FGD1	AMPL	514.735	2.969	0.006	0.006	NA	NA
PRSS1	AMPL	514.735	8.030	0.018	0.021	NA	NA
PRSS2	AMPL	514.735	14.897	0.030	0.030	NA	NA
PLAT	MUT	514.735	2.811	0.006	0.006	NA	NA
TEK	DEL	514.735	25.431	0.061	0.064	NA	NA
TBL1Y	DEL	514.735	41.165	0.073	0.195	NA	NA
ARAP2	MUT	514.735	3.741	0.006	0.006	NA	NA
ZFP30	MUT	514.735	1.569	0.003	0.006	NA	NA
PCDH11Y	DEL	11.233	29.250	0.189	0.198	NA	NA
ATP8B4	DEL	2.875	0.053	0.018	0.018	NA	NA
RPS4Y1	DEL	2.547	4.989	0.030	0.192	NA	NA
ALAS2	AMPL	2.537	0.008	0.003	0.003	NA	NA
