GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
C5AR1	MUT	461.676	8.003	0.009	0.009	NA	NA
CDKN2A	DEL	461.676	193.770	0.454	0.470	NA	NA
PTPRM	MUT	461.676	1.408	0.003	0.009	NA	NA
COL14A1	MUT	461.676	6.012	0.015	0.015	NA	NA
COL6A3	MUT	461.676	17.046	0.034	0.034	NA	NA
EGFR	AMPL_MUT	461.676	212.540	0.393	0.393	NA	NA
PDGFRA	MUT	461.676	26.689	0.055	0.055	NA	NA
SSTR4	MUT	461.676	2.567	0.009	0.012	NA	NA
RELN	MUT	461.676	19.208	0.034	0.046	NA	NA
ZNF3	MUT	461.676	9.563	0.012	0.012	NA	NA
ZNF91	MUT	461.676	1.440	0.006	0.009	NA	NA
IL3RA	MUT	461.676	1.408	0.003	0.006	NA	NA
APOB	MUT	16.115	19.241	0.040	0.040	NA	NA
SEC61G	AMPL	15.955	60.025	0.177	0.317	NA	NA
FAT2	MUT	6.777	0.235	0.027	0.027	NA	NA
KCNS3	MUT	6.650	0.029	0.006	0.009	NA	NA
