GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
F9	MUT	65.945	3.515	0.009	0.009	NA	NA
LPAR1	MUT	65.945	0.201	0.003	0.003	NA	NA
TTN	MUT	65.945	57.477	0.116	0.207	NA	NA
VAV3	MUT	65.945	0.201	0.003	0.003	NA	NA
FGA	MUT	65.945	10.025	0.015	0.015	NA	NA
SYT1	MUT	21.112	2.477	0.006	0.006	NA	NA
SEC61G	AMPL	7.049	60.025	0.177	0.317	NA	NA
PCDH11Y	DEL	6.402	29.250	0.189	0.198	NA	NA
BTRC	MUT	6.037	7.996	0.015	0.015	NA	NA
CDKN2A	DEL	5.885	193.770	0.454	0.470	NA	NA
CDKN2B	DEL	5.885	169.776	0.384	0.448	NA	NA
GTF2H2	AMPL	5.447	5.649	0.012	0.027	NA	NA
RAB11B	MUT	3.252	2.845	0.006	0.006	NA	NA
LRP2	MUT	3.249	19.276	0.046	0.046	NA	NA
PRKY	DEL	3.040	77.840	0.183	0.195	NA	NA
AVPR1A	MUT	2.913	15.549	0.024	0.024	NA	NA
CNTNAP2	MUT	2.784	4.243	0.021	0.049	NA	NA
