GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	341.278	193.770	0.454	0.470	NA	NA
DRD5	MUT	341.278	13.518	0.027	0.027	NA	NA
EGF	MUT	341.278	5.324	0.009	0.009	NA	NA
GRIN2A	MUT	341.278	17.163	0.024	0.024	NA	NA
LAMB1	MUT	341.278	9.752	0.015	0.015	NA	NA
PIK3CA	MUT	341.278	54.851	0.091	0.091	NA	NA
PTEN	MUT	341.278	146.881	0.299	0.314	NA	NA
GLI3	MUT	341.278	16.792	0.018	0.018	NA	NA
MET	MUT	341.278	18.320	0.030	0.030	NA	NA
IFNA1	DEL	341.278	47.119	0.110	0.256	NA	NA
GNB1	MUT	341.278	3.762	0.006	0.006	NA	NA
C1S	MUT	21.472	1.695	0.009	0.012	NA	NA
NEFM	MUT	12.580	1.658	0.009	0.012	NA	NA
SEC61G	AMPL	6.833	60.025	0.177	0.317	NA	NA
CLIP1	MUT	6.436	6.617	0.009	0.009	NA	NA
FABP6	MUT	4.006	0.012	0.003	0.003	NA	NA
PCDHA10	DEL	3.897	7.128	0.024	0.024	NA	NA
MARK3	MUT	3.436	0.025	0.006	0.006	NA	NA
PDZD2	MUT	2.723	0.422	0.006	0.009	NA	NA
MAP3K5	MUT	2.689	0.008	0.003	0.003	NA	NA
